,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
2786,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
2787,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
2788,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
2789,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
2790,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
2791,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
2792,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
2793,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
2794,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
2795,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
2796,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
2797,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
2798,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
2799,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
2800,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
2801,8 Mile,"Drama, Music  ",110,2002,71,77,256357
2802,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
2803,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
2804,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
2805,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
2806,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
2807,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
2808,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
2809,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
2810,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
2811,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
2812,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
2813,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
2814,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
2815,25th Hour,Drama  ,135,2002,76,68,171515
2816,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
2817,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
2818,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
2819,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
2820,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
2821,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
2822,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
2823,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
2824,The Hours,"Drama, Romance  ",110,2002,75,80,126325
2825,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
2826,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
2827,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
2828,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
2829,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama  ",179,2002,87,87,1516674
2830,Catch Me If You Can,"Biography, Crime, Drama  ",141,2002,81,75,860023
2831,The Pianist,"Biography, Drama, Music  ",150,2002,85,85,751698
2832,City of God,"Crime, Drama  ",130,2002,86,79,710972
2833,Spider-Man,"Action, Adventure, Sci-Fi  ",121,2002,73,73,701755
2834,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
2835,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
2836,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
2837,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
2838,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
2839,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
2840,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
2841,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
2842,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
2843,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
2844,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
2845,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
2846,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
2847,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
2848,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
2849,8 Mile,"Drama, Music  ",110,2002,71,77,256357
2850,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
2851,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
2852,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
2853,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
2854,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
2855,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
2856,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
2857,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
2858,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
2859,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
2860,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
2861,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
2862,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
2863,25th Hour,Drama  ,135,2002,76,68,171515
2864,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
2865,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
2866,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
2867,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
2868,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
2869,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
2870,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
2871,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
2872,The Hours,"Drama, Romance  ",110,2002,75,80,126325
2873,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
2874,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
2875,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
2876,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
2877,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama  ",179,2002,87,87,1516674
2878,Catch Me If You Can,"Biography, Crime, Drama  ",141,2002,81,75,860023
2879,The Pianist,"Biography, Drama, Music  ",150,2002,85,85,751698
2880,City of God,"Crime, Drama  ",130,2002,86,79,710972
2881,Spider-Man,"Action, Adventure, Sci-Fi  ",121,2002,73,73,701755
2882,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
2883,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
2884,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
2885,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
2886,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
2887,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
2888,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
2889,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
2890,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
2891,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
2892,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
2893,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
2894,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
2895,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
2896,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
2897,8 Mile,"Drama, Music  ",110,2002,71,77,256357
2898,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
2899,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
2900,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
2901,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
2902,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
2903,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
2904,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
2905,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
2906,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
2907,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
2908,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
2909,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
2910,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
2911,25th Hour,Drama  ,135,2002,76,68,171515
2912,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
2913,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
2914,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
2915,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
2916,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
2917,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
2918,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
2919,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
2920,The Hours,"Drama, Romance  ",110,2002,75,80,126325
2921,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
2922,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
2923,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
2924,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
2925,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama  ",179,2002,87,87,1516674
2926,Catch Me If You Can,"Biography, Crime, Drama  ",141,2002,81,75,860023
2927,The Pianist,"Biography, Drama, Music  ",150,2002,85,85,751698
2928,City of God,"Crime, Drama  ",130,2002,86,79,710972
2929,Spider-Man,"Action, Adventure, Sci-Fi  ",121,2002,73,73,701755
2930,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
2931,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
2932,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
2933,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
2934,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
2935,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
2936,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
2937,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
2938,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
2939,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
2940,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
2941,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
2942,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
2943,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
2944,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
2945,8 Mile,"Drama, Music  ",110,2002,71,77,256357
2946,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
2947,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
2948,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
2949,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
2950,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
2951,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
2952,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
2953,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
2954,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
2955,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
2956,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
2957,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
2958,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
2959,25th Hour,Drama  ,135,2002,76,68,171515
2960,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
2961,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
2962,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
2963,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
2964,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
2965,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
2966,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
2967,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
2968,The Hours,"Drama, Romance  ",110,2002,75,80,126325
2969,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
2970,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
2971,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
2972,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
2973,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama  ",179,2002,87,87,1516674
2974,Catch Me If You Can,"Biography, Crime, Drama  ",141,2002,81,75,860023
2975,The Pianist,"Biography, Drama, Music  ",150,2002,85,85,751698
2976,City of God,"Crime, Drama  ",130,2002,86,79,710972
2977,Spider-Man,"Action, Adventure, Sci-Fi  ",121,2002,73,73,701755
2978,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
2979,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
2980,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
2981,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
2982,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
2983,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
2984,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
2985,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
2986,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
2987,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
2988,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
2989,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
2990,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
2991,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
2992,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
2993,8 Mile,"Drama, Music  ",110,2002,71,77,256357
2994,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
2995,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
2996,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
2997,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
2998,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
2999,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
3000,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
3001,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
3002,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
3003,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
3004,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
3005,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
3006,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
3007,25th Hour,Drama  ,135,2002,76,68,171515
3008,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
3009,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
3010,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
3011,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
3012,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
3013,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
3014,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
3015,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
3016,The Hours,"Drama, Romance  ",110,2002,75,80,126325
3017,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
3018,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
3019,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
3020,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
3021,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama  ",179,2002,87,87,1516674
3022,Catch Me If You Can,"Biography, Crime, Drama  ",141,2002,81,75,860023
3023,The Pianist,"Biography, Drama, Music  ",150,2002,85,85,751698
3024,City of God,"Crime, Drama  ",130,2002,86,79,710972
3025,Spider-Man,"Action, Adventure, Sci-Fi  ",121,2002,73,73,701755
3026,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy  ",142,2002,65,54,655086
3027,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy  ",161,2002,74,63,568356
3028,Minority Report,"Action, Crime, Mystery  ",145,2002,76,80,516927
3029,The Bourne Identity,"Action, Mystery, Thriller  ",119,2002,79,68,516703
3030,Ice Age,"Animation, Adventure, Comedy  ",81,2002,75,60,450192
3031,Gangs of New York,"Crime, Drama  ",167,2002,75,72,413887
3032,28 Days Later...,"Drama, Horror, Sci-Fi  ",113,2002,76,73,383783
3033,Men in Black II,"Action, Adventure, Comedy  ",88,2002,62,49,349189
3034,Signs,"Drama, Mystery, Sci-Fi  ",106,2002,67,59,342108
3035,The Ring,"Horror, Mystery  ",115,2002,71,57,326434
3036,Equilibrium,"Action, Drama, Sci-Fi  ",107,2002,74,33,314854
3037,The Transporter,"Action, Crime, Thriller  ",92,2002,68,51,288706
3038,Insomnia,"Drama, Mystery, Thriller  ",118,2002,72,78,280033
3039,Panic Room,"Crime, Drama, Thriller  ",112,2002,68,65,264355
3040,Red Dragon,"Crime, Drama, Thriller  ",124,2002,72,60,257913
3041,8 Mile,"Drama, Music  ",110,2002,71,77,256357
3042,Phone Booth,"Crime, Thriller  ",81,2002,70,56,254183
3043,Resident Evil,"Action, Horror, Sci-Fi  ",100,2002,67,33,252523
3044,Road to Perdition,"Crime, Drama, Thriller  ",117,2002,77,72,251364
3045,Chicago,"Comedy, Crime, Musical  ",113,2002,72,81,219162
3046,Die Another Day,"Action, Adventure, Thriller  ",133,2002,61,56,207954
3047,Blade II,"Action, Fantasy, Horror  ",117,2002,67,52,203524
3048,A Walk to Remember,"Drama, Romance  ",101,2002,73,35,202104
3049,Austin Powers in Goldmember,"Action, Adventure, Comedy  ",94,2002,62,62,198504
3050,Adaptation.,"Comedy, Drama  ",115,2002,77,83,181561
3051,Hero,"Action, Adventure, History  ",120,2002,79,85,175566
3052,About a Boy,"Comedy, Drama, Romance  ",101,2002,71,75,175226
3053,xXx,"Action, Adventure, Thriller  ",124,2002,59,48,174643
3054,Lilo & Stitch,"Animation, Adventure, Comedy  ",92,2002,72,73,173003
3055,25th Hour,Drama  ,135,2002,76,68,171515
3056,Punch-Drunk Love,"Comedy, Drama, Romance  ",95,2002,73,78,150805
3057,Bowling for Columbine,"Documentary, Crime, Drama  ",120,2002,79,72,140643
3058,Mr. Deeds,"Comedy, Romance  ",96,2002,58,24,138067
3059,We Were Soldiers,"Action, Drama, History  ",140,2002,72,65,132804
3060,The Scorpion King,"Action, Adventure, Fantasy  ",92,2002,55,45,132146
3061,The Count of Monte Cristo,"Action, Adventure, Drama  ",131,2002,77,61,131081
3062,Reign of Fire,"Action, Adventure, Fantasy  ",101,2002,62,39,128529
3063,John Q,"Crime, Drama, Thriller  ",116,2002,71,30,126451
3064,The Hours,"Drama, Romance  ",110,2002,75,80,126325
3065,About Schmidt,"Comedy, Drama  ",125,2002,71,85,123762
3066,Irreversible,"Crime, Drama, Mystery  ",97,2002,74,51,123592
3067,My Big Fat Greek Wedding,"Comedy, Drama, Romance  ",95,2002,66,62,121776
3068,The Time Machine,"Action, Adventure, Sci-Fi  ",96,2002,60,42,119835
3069,The Lord of the Rings: The Return of the King,"Action, Adventure, Drama  ",201,2003,89,94,1677364
3070,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy  ",143,2003,80,63,1029134
3071,Kill Bill: Vol. 1,"Action, Crime, Drama  ",111,2003,81,69,1021728
3072,Finding Nemo,"Animation, Adventure, Comedy  ",100,2003,81,90,967278
3073,Oldboy,"Action, Drama, Mystery  ",120,2003,84,77,528892
3074,The Matrix Reloaded,"Action, Sci-Fi  ",138,2003,72,62,526013
3075,X2: X-Men United,"Action, Sci-Fi, Thriller  ",134,2003,74,68,519201
3076,The Matrix Revolutions,"Action, Sci-Fi  ",129,2003,67,47,456462
3077,Love Actually,"Comedy, Drama, Romance  ",135,2003,76,55,442458
3078,Mystic River,"Crime, Drama, Mystery  ",138,2003,79,84,427464
